Crop_Type,Soil_Type,Soil_pH,Soil_Organic_Carbon,Total_Nitrogen,Available_Phosphorus,Available_Potassium,Bulk_Density,Rainfall,Temperature,Humidity,Wind_Speed,Evapotranspiration,Soil_Moisture_Level,Growth_Stage,Fertilizer_Type,Application_Rate,Application_Method,Coating_Type,Irrigation_Type,Water_Amount,Total_Fertilizer_Loss_kg_ha,Fertilizer_Loss_Percentage,Nitrogen_Loss,Phosphorus_Loss,Potassium_Loss
Vegetable,Clay,7.27,1.91,290.65,70.35,183.43,1.33,92.24,31.24,82.75,0.99,6.97,Medium,Mid,NK,161.47,Broadcast,Normal,Drip,76.02,61.4,38.03,30.7,18.42,12.28
Citrus,Clay,7.61,2.24,199.94,36.19,138.88,1.39,22.41,27.16,72.56,1.6,3.93,High,Late,NK,155.14,Drip,Controlled_Release,Sprinkler,52.28,41.94,27.03,20.97,12.58,8.39
Vegetable,Loamy,5.73,1.08,195.33,58.18,377.84,1.56,48.83,32.93,62.31,4.2,7.15,Low,Initial,NPK,195.09,Broadcast,Normal,Flood,41.02,57.44,29.44,28.72,17.23,11.49
Vegetable,Sandy,7.17,1.91,76.42,56.1,236.87,1.39,74.2,30.56,83.14,0.99,4.44,Medium,Initial,NK,144.52,Broadcast,Controlled_Release,Drip,48.74,50.77,35.13,25.38,15.23,10.15
Corn,Clay,6.33,1.37,282.32,54.55,279.96,1.58,44.37,32.66,53.24,4.01,4.55,Low,Mid,Organic,172.46,Broadcast,Controlled_Release,Flood,42.42,49.15,28.5,24.58,14.74,9.83
Vegetable,Clay,7.35,1.1,250.8,50.84,312.38,1.45,115.72,28.27,62.24,5.56,5.2,Medium,Initial,NPK,124.27,Foliar,Normal,Sprinkler,70.11,60.24,48.48,30.12,18.07,12.05
Citrus,Sandy,7.44,1.74,175.12,60.83,240.36,1.18,110.34,38.71,46.9,1.53,5.14,Medium,Late,NPK,145.86,Broadcast,Normal,Drip,79.43,65.88,45.17,32.94,19.76,13.18
Vegetable,Loamy,8.23,2.38,126.6,67.3,341.77,1.13,113.88,31.86,49.98,4.55,4.17,High,Mid,NPK,137.01,Broadcast,Normal,Flood,27.48,63.89,46.63,31.94,19.17,12.78
Corn,Clay,6.73,1.2,259.64,37.45,394.69,1.37,117.87,32.65,68,3.9,4.46,Low,Initial,Urea,93.43,Broadcast,Biochar,Flood,30.33,53.29,57.04,26.64,15.99,10.66
Corn,Loamy,7.11,2.02,122.88,55.83,187.17,1.57,116.81,37.08,53.39,4,5.24,Medium,Initial,PK,97.62,Foliar,Normal,Sprinkler,79.04,50.61,51.84,25.3,15.18,10.12
Citrus,Loamy,6.3,1.13,185.46,27.4,275.29,1.26,37.94,30.24,47.99,4.48,6.05,Medium,Late,Organic,97.09,Broadcast,Controlled_Release,Drip,43.97,38.39,39.54,19.2,11.52,7.68
Wheat,Loamy,6.36,2.11,99.71,62.92,160.95,1.54,63.31,20.7,63.91,4.23,4.47,Low,Mid,Organic,62.44,Foliar,Normal,Drip,23.61,32.88,52.66,16.44,9.86,6.58
Wheat,Sandy,5.64,2.02,251.13,71.63,74.15,1.17,94.05,25.65,49.6,0.57,4.64,High,Mid,NPK,188.65,Foliar,Controlled_Release,Flood,55.56,66.92,35.47,33.46,20.08,13.38
Vegetable,Loamy,6.36,2.03,238.2,63.3,59.48,1.47,86.35,33.13,88.45,1.97,3.17,High,Initial,PK,123.31,Broadcast,Biochar,Drip,23.52,49.8,40.39,24.9,14.94,9.96
Rice,Loamy,5.69,2.5,122.94,44.38,131.4,1.31,31.48,38.15,88.82,5.58,5.04,Medium,Late,PK,111.05,Foliar,Biochar,Flood,57.89,37.01,33.33,18.5,11.1,7.4
Vegetable,Clay,8.39,0.78,79.34,19.34,106.81,1.11,43.6,27,89.93,0.62,5.63,High,Initial,Organic,75.04,Broadcast,Biochar,Sprinkler,63.85,33.42,44.54,16.71,10.03,6.68
Citrus,Clay,7.37,1.28,94.27,71.12,302.79,1.24,112.55,20.6,92.88,2.93,6.93,Low,Late,NPK,79.92,Drip,Normal,Flood,54.43,46.79,58.55,23.4,14.04,9.36
Citrus,Sandy,6.02,1.76,204.09,67.02,212.18,1.3,112.02,22.86,53.58,0.7,3.65,Medium,Late,Urea,113.76,Broadcast,Normal,Sprinkler,27.41,55.54,48.82,27.77,16.66,11.11
Citrus,Sandy,5.85,1.68,87.51,58.86,239.03,1.32,87.11,25.66,71.13,5.49,4.4,Medium,Initial,Urea,150.31,Broadcast,Biochar,Flood,10.55,56.25,37.42,28.12,16.88,11.25
Citrus,Clay,6.61,2.06,130.03,69.6,78.63,1.19,0.78,33.26,56.28,5.52,7.66,High,Initial,Urea,198.06,Broadcast,Biochar,Sprinkler,27.87,43.32,21.87,21.66,13,8.66
Citrus,Clay,6.42,0.59,259.8,47.31,56.79,1.41,61.94,17.64,49.61,5.27,4.94,High,Mid,Urea,62.35,Broadcast,Controlled_Release,Flood,42.54,37.46,60.08,18.73,11.24,7.49
Corn,Sandy,6.34,1.91,70.44,79.35,202.3,1.52,25.17,16.19,54.96,5.68,6.88,Low,Late,NK,79.2,Foliar,Controlled_Release,Sprinkler,16.06,22.08,27.88,11.04,6.62,4.42
Wheat,Loamy,6.9,1.98,195.3,68.6,139.49,1.44,92.98,39.94,57.82,5.48,2.31,High,Late,Organic,129.03,Broadcast,Controlled_Release,Drip,71.21,55.75,43.21,27.88,16.72,11.15
Citrus,Sandy,8.24,0.62,149.96,21.45,267.69,1.5,9.74,23.78,65.29,0.61,4.12,Low,Late,NPK,146.77,Broadcast,Normal,Sprinkler,20.66,50.31,34.28,25.16,15.09,10.06
Rice,Loamy,7.2,1.58,80.08,38.15,229.08,1.27,96.94,21.38,48.2,3.4,6.31,Medium,Mid,Urea,180.55,Drip,Controlled_Release,Sprinkler,53.5,61.24,33.92,30.62,18.37,12.25
Rice,Clay,7.06,0.99,177.36,21.91,339.95,1.52,36.72,30.72,44.11,3.88,7.48,Low,Late,NPK,188.65,Foliar,Controlled_Release,Flood,32.41,57.25,30.35,28.62,17.18,11.45
Rice,Clay,7.92,2.1,179.16,25.7,343.49,1.1,44.59,38.29,61.41,4.48,3.05,Low,Mid,NPK,174.28,Drip,Normal,Sprinkler,51.15,49.65,28.49,24.82,14.9,9.93
Rice,Clay,5.51,0.6,144.52,45.07,238,1.51,83.29,25.99,71.35,4.13,6.3,High,Late,PK,120.35,Broadcast,Biochar,Flood,22.97,55.89,46.44,27.94,16.77,11.18
Corn,Loamy,6.09,0.79,63.83,35.3,367.38,1.11,27.51,35.27,84.76,4.3,2.26,High,Mid,NK,79.59,Drip,Biochar,Drip,38.87,36.47,45.82,18.24,10.94,7.29
Rice,Sandy,6.99,0.71,101.72,73.68,376.49,1.42,101.07,21.88,67.34,4.04,2.3,High,Initial,NPK,65.16,Drip,Normal,Drip,60.78,50.96,78.21,25.48,15.29,10.19
Citrus,Loamy,7.62,0.63,151.18,10.01,135.53,1.2,111.61,28.38,78.36,1.34,2.71,Medium,Mid,NPK,149.8,Broadcast,Controlled_Release,Flood,15.76,65.76,43.9,32.88,19.73,13.15
Vegetable,Sandy,6.96,1.7,119.31,10.72,392.12,1.35,118.58,28.75,87.41,3.55,5.23,High,Mid,PK,199.54,Foliar,Biochar,Flood,50.14,72.71,36.44,36.35,21.81,14.54
Rice,Sandy,5.99,2.24,90.13,74.43,395.07,1.3,83.14,20.88,77.2,2.98,4.53,Low,Initial,NK,142.75,Drip,Biochar,Sprinkler,59.79,49.82,34.9,24.91,14.95,9.96
Corn,Sandy,8.29,1.52,171.74,26.73,72.74,1.58,67.31,29.31,49.91,5.96,3.91,Low,Late,NK,86.29,Broadcast,Normal,Flood,41.03,44.2,51.22,22.1,13.26,8.84
Corn,Clay,6.49,0.92,149.4,10.17,50.83,1.26,106.95,29.41,75.26,4.08,4.44,Low,Initial,PK,154.49,Foliar,Biochar,Sprinkler,55.97,58.71,38,29.36,17.61,11.74
Rice,Sandy,7.86,1.19,216.24,40.63,70.51,1.43,34.02,29.47,93.92,5.35,4.92,Medium,Mid,Urea,103.23,Broadcast,Biochar,Sprinkler,72.39,37.34,36.17,18.67,11.2,7.47
Vegetable,Clay,8.17,1.22,190.11,23.7,172.38,1.36,63.94,25.04,84.92,1.17,7.67,High,Initial,Organic,113.88,Drip,Controlled_Release,Flood,45.77,45.27,39.75,22.64,13.58,9.05
Rice,Sandy,6.54,1.4,92.44,13.73,332.82,1.29,26.06,30.88,70.07,2.2,2.46,Medium,Mid,NPK,185.86,Drip,Biochar,Flood,16.09,50.77,27.32,25.38,15.23,10.15
Corn,Sandy,8.04,1.34,221.92,47.13,226.6,1.43,39.1,23.51,88.75,4.72,6.02,Medium,Late,Organic,196.38,Drip,Controlled_Release,Drip,59.74,56.58,28.81,28.29,16.97,11.32
Wheat,Clay,7.63,1.84,166.35,19.81,153.69,1.17,84.28,24.79,42.95,4.69,3.18,Low,Late,Urea,189.82,Drip,Biochar,Sprinkler,35.02,64.04,33.74,32.02,19.21,12.81
Citrus,Clay,8.21,1.18,78.36,68.58,69.25,1.47,11.69,16.03,82.89,1.31,7.8,High,Initial,PK,61.34,Broadcast,Biochar,Drip,35.15,22.32,36.39,11.16,6.7,4.46
Corn,Loamy,6.25,1.83,54.61,31.15,188.55,1.39,58.31,38.9,74.95,3.7,5.72,Low,Late,NPK,134,Broadcast,Controlled_Release,Sprinkler,79.17,48.25,36.01,24.12,14.48,9.65
Rice,Sandy,8.29,1.59,206.61,25.52,62.66,1.49,100.97,32.94,49.96,1.91,5.03,Medium,Mid,PK,184.99,Foliar,Controlled_Release,Flood,56.59,66.18,35.77,33.09,19.85,13.24
Citrus,Clay,5.7,0.6,204.66,61.78,110.45,1.48,59.51,33.48,82.93,3.91,6.44,Low,Initial,Organic,67.69,Foliar,Controlled_Release,Sprinkler,24.07,40.68,60.1,20.34,12.2,8.14
Rice,Loamy,7.88,2.34,255.12,69.41,357.55,1.34,28.91,34.66,91.41,1.28,6.35,Low,Mid,Urea,145.92,Foliar,Controlled_Release,Flood,72.09,37.93,25.99,18.96,11.38,7.59
Rice,Loamy,6.81,0.86,240.61,16.52,316.57,1.31,42.66,32.95,81.52,2.7,5.36,High,Late,PK,117.18,Drip,Controlled_Release,Flood,26.34,45.05,38.45,22.52,13.51,9.01
Wheat,Clay,6.03,1.4,269.38,20.61,398.5,1.53,69.48,36.7,78.53,1.83,2.41,Medium,Mid,NPK,73.62,Broadcast,Controlled_Release,Drip,75.12,41.21,55.98,20.6,12.36,8.24
Citrus,Sandy,5.74,2.4,123.1,43.22,363.05,1.56,74.71,15.57,81.22,3.07,2.34,Medium,Late,NK,63.23,Broadcast,Biochar,Sprinkler,20.41,34.09,53.91,17.05,10.23,6.82
Citrus,Loamy,6.67,0.99,153.29,51.32,349.5,1.31,0.98,17.61,46.17,2.47,5.69,Low,Mid,PK,167.08,Broadcast,Controlled_Release,Flood,37.8,37.27,22.31,18.64,11.18,7.45
Wheat,Sandy,6.67,0.54,65.48,15.83,111.16,1.56,21.49,25.49,89.1,5.11,3.49,Medium,Late,PK,148.76,Foliar,Biochar,Flood,51.21,48.88,32.86,24.44,14.66,9.78
Corn,Sandy,6.19,1.48,152.84,36.25,276.91,1.56,83.01,36.54,74.42,4.97,5.1,Low,Mid,Organic,103.29,Foliar,Biochar,Sprinkler,16.15,50.05,48.46,25.02,15.01,10.01
Rice,Loamy,6.15,0.95,104.94,72.83,260.19,1.16,9.98,22.23,55.78,4.97,4.84,High,Initial,Urea,115.38,Foliar,Normal,Drip,37.19,35.62,30.87,17.81,10.69,7.12
Vegetable,Clay,6.7,1.66,251.33,71.33,371.27,1.33,102.12,33.68,44.07,1.51,6.83,Low,Mid,NK,94.46,Drip,Controlled_Release,Flood,33.64,46.99,49.75,23.5,14.1,9.4
Rice,Sandy,6.73,2.13,214.07,31.79,323.36,1.5,36.65,21.71,81.86,2.41,6.68,Medium,Initial,NK,90.29,Foliar,Controlled_Release,Drip,39.85,31.65,35.05,15.82,9.49,6.33
Rice,Clay,6.83,1.52,245.42,25.92,321.16,1.17,94.53,39.97,76.11,2.46,6.7,High,Initial,NK,165.69,Drip,Controlled_Release,Drip,35.9,62.01,37.43,31,18.6,12.4
Corn,Loamy,8.11,1.79,198.12,50.79,163.66,1.22,101,36.03,76.55,5.53,6.83,High,Late,PK,160.28,Drip,Normal,Flood,47.24,64.65,40.34,32.33,19.4,12.93
Rice,Sandy,7.33,1.83,199.48,16.73,93.55,1.38,112.6,26.53,65.41,3.14,4.74,Medium,Mid,NK,158.46,Drip,Biochar,Sprinkler,57.99,64.72,40.84,32.36,19.42,12.94
Wheat,Clay,5.56,2.14,108.81,26.34,179.17,1.16,85.05,37.18,87.35,2.58,6.44,Medium,Mid,NK,172.89,Foliar,Normal,Flood,10.67,60.4,34.94,30.2,18.12,12.08
Wheat,Clay,7.06,1.88,217.46,21.67,122.95,1.27,103.41,30.13,89.61,2.94,7.65,High,Late,PK,62.42,Broadcast,Normal,Sprinkler,19.89,48.38,77.51,24.19,14.51,9.68
Citrus,Sandy,7.79,2.45,85.99,24.54,304.7,1.36,32.73,18.25,70.98,4.52,3.8,Medium,Late,NK,63.32,Foliar,Normal,Flood,44.71,28.32,44.73,14.16,8.5,5.66
Vegetable,Clay,5.67,1.41,118.96,25.04,210.76,1.5,1.88,31.46,83.5,1.58,2.66,High,Initial,Urea,73.68,Broadcast,Controlled_Release,Flood,79.05,25.68,34.85,12.84,7.7,5.14
Rice,Clay,6.77,0.6,94.99,53.92,131.29,1.18,81.54,27.91,83.37,5.04,7.87,Medium,Initial,Organic,132.52,Drip,Controlled_Release,Flood,19.19,55.4,41.81,27.7,16.62,11.08
Rice,Loamy,6.85,1.29,287.38,44.17,280.29,1.46,30.73,20.06,77.37,5.92,7.83,Low,Late,NK,156.17,Broadcast,Normal,Flood,45.16,44.43,28.45,22.22,13.33,8.89
Corn,Loamy,8.36,2.18,274.52,70.36,74.18,1.57,89.97,17.02,61.5,5.28,6.13,High,Mid,NK,185.4,Foliar,Controlled_Release,Drip,41.84,60.88,32.84,30.44,18.26,12.18
Wheat,Clay,6.93,0.77,268.71,61.49,371.24,1.2,45.03,37.09,61.54,5.27,7.96,Medium,Mid,Organic,96.76,Broadcast,Controlled_Release,Sprinkler,12.29,41.34,42.72,20.67,12.4,8.27
Vegetable,Clay,7.75,1.97,290.04,44.92,252.41,1.21,92.18,24.61,51.83,1.31,5.66,Medium,Initial,PK,128.93,Broadcast,Controlled_Release,Flood,40.55,50.85,39.44,25.42,15.26,10.17
Citrus,Sandy,6.41,1.57,203.15,31.52,211.35,1.49,91.42,37.13,42,4,5.47,High,Late,NPK,188.83,Broadcast,Normal,Flood,19.22,74.53,39.47,37.26,22.36,14.91
Wheat,Loamy,7.84,2.3,273.67,68.24,137.19,1.17,52.99,33.61,60.01,3.95,3.33,High,Initial,PK,124.88,Broadcast,Normal,Sprinkler,19.2,43.41,34.76,21.7,13.02,8.68
Citrus,Sandy,6.47,1.96,122.96,15.57,241.76,1.34,103.14,15.75,76.27,4.29,2.79,Low,Mid,PK,178.85,Broadcast,Biochar,Sprinkler,64.31,58.44,32.68,29.22,17.53,11.69
Corn,Clay,6.79,1.82,146.19,57.67,150.51,1.31,56.31,35.35,62.27,5.14,6.27,Medium,Initial,Organic,160.74,Foliar,Biochar,Drip,78.96,53.22,33.11,26.61,15.97,10.64
Corn,Sandy,6.94,2.27,166.74,17.91,188.08,1.36,115.07,20.79,74.52,2.18,4.49,Medium,Initial,NK,121.59,Foliar,Biochar,Flood,33.92,53.92,44.35,26.96,16.18,10.78
Rice,Clay,8.28,2.32,72.35,47.3,360.99,1.36,4.79,25.46,85.41,2.81,3.86,Low,Mid,NPK,136.58,Foliar,Biochar,Sprinkler,21.49,30,21.97,15,9,6
Vegetable,Loamy,5.66,1.27,256.17,73.11,117.95,1.38,65.04,23.9,70.29,5.11,6.4,Low,Mid,Urea,129.2,Drip,Biochar,Sprinkler,74.02,43.04,33.31,21.52,12.91,8.61
Citrus,Loamy,6.09,2.36,79.79,26.66,171.81,1.51,2.23,15.34,62.17,5.27,4.81,Low,Mid,Organic,127.35,Foliar,Normal,Sprinkler,50.27,28.42,22.32,14.21,8.53,5.68
Wheat,Clay,7.62,0.61,249.91,15.5,279.54,1.31,37.84,36.37,41.96,3.46,3.69,Low,Initial,Organic,167.62,Drip,Controlled_Release,Flood,54.46,50.66,30.22,25.33,15.2,10.13
Corn,Loamy,7.23,2.03,280.56,33.76,303.67,1.21,55.43,32.64,61.27,2.33,3.8,High,Initial,PK,181.29,Drip,Normal,Flood,76.19,55.68,30.71,27.84,16.7,11.14
Rice,Clay,6.25,1.17,191.96,43.48,90.22,1.49,20.49,26.7,73.76,3.98,5.71,Low,Mid,NK,103.48,Foliar,Normal,Flood,41.98,33.13,32.02,16.57,9.94,6.63
Rice,Sandy,6.37,1.47,91.48,60.74,377.68,1.59,97.69,24.71,87.92,1.11,3.49,High,Mid,NPK,132.21,Broadcast,Biochar,Sprinkler,67.26,58.75,44.44,29.38,17.62,11.75
Citrus,Clay,6.6,2.17,159.18,12.08,59.48,1.16,50.31,38.98,55.84,4.06,7.04,High,Initial,Urea,170.4,Broadcast,Normal,Flood,25.45,53.04,31.13,26.52,15.91,10.61
Corn,Sandy,6.85,1.77,84.71,19.16,73.41,1.23,17.33,36.88,60.17,4.67,5.67,Low,Late,Organic,115.02,Drip,Normal,Flood,32.04,35.93,31.24,17.96,10.78,7.19
Vegetable,Clay,7.95,1.41,79.76,38.75,316.73,1.59,35.01,39.63,61.8,1.53,7.66,High,Mid,NPK,66.12,Broadcast,Biochar,Flood,27.68,31.82,48.12,15.91,9.55,6.36
Corn,Loamy,5.54,0.83,239.02,16.65,320.02,1.21,16.06,23.06,83.1,1,7.28,High,Mid,NK,199.64,Drip,Biochar,Drip,54.5,51.98,26.04,25.99,15.59,10.4
Citrus,Clay,8.19,2.38,148.26,76.91,283.13,1.31,65.2,30.8,78.68,2.22,7.09,Low,Late,PK,170.01,Foliar,Biochar,Flood,28.76,48.21,28.36,24.1,14.46,9.64
Citrus,Clay,6.74,1.16,50.03,45.77,232.58,1.14,56.1,22.49,45.39,5.03,3.2,Medium,Mid,Urea,128.76,Foliar,Controlled_Release,Sprinkler,55.92,44.13,34.27,22.06,13.24,8.83
Corn,Clay,6.19,0.7,62.12,36.39,151.02,1.25,25.34,16.53,56.63,3.13,5.69,Medium,Initial,NPK,108.63,Drip,Biochar,Drip,17.43,35.04,32.26,17.52,10.51,7.01
Citrus,Loamy,7.03,1.63,254.44,78.58,343.99,1.23,116.58,36.12,89.52,5.22,7.01,Medium,Late,NPK,199.49,Drip,Normal,Sprinkler,47.11,72.31,36.25,36.16,21.69,14.46
Corn,Clay,7.48,1.31,204.92,55.23,294.56,1.58,79.15,25.84,79.84,1.52,3.07,High,Mid,NK,115.03,Foliar,Controlled_Release,Sprinkler,33.57,45.41,39.48,22.7,13.62,9.08
Wheat,Loamy,5.63,1.68,261.13,46.11,388.82,1.17,38.38,36.87,85.72,1.82,7.68,Medium,Mid,Organic,187.44,Foliar,Biochar,Drip,60.8,52.67,28.1,26.34,15.8,10.53
Corn,Clay,7.65,0.97,118.42,26.88,209.01,1.25,44.18,26.04,74.98,0.92,7.73,High,Late,NK,166.51,Broadcast,Biochar,Drip,25.01,51.96,31.21,25.98,15.59,10.39
Corn,Sandy,7.78,1.26,128.58,27.72,214.68,1.14,113.09,16.14,85.34,2,4.99,Medium,Mid,Organic,141.58,Broadcast,Biochar,Drip,77.84,64.77,45.75,32.38,19.43,12.95
Citrus,Clay,6,2.45,204.22,35.36,326.99,1.44,69.34,16.19,80.96,0.96,6.49,High,Late,NPK,168.41,Broadcast,Biochar,Flood,47.29,49.15,29.18,24.58,14.74,9.83
Citrus,Sandy,6,2.37,216.29,62.55,397.57,1.59,13.43,32.37,81.78,2.75,6.51,Low,Initial,NK,66.99,Drip,Controlled_Release,Flood,39.28,18.32,27.35,9.16,5.5,3.66
Rice,Loamy,6.11,2.23,56.63,67.12,363.74,1.18,96.78,33.22,66.13,0.86,2.46,High,Late,PK,174.64,Foliar,Normal,Drip,12.15,62.54,35.81,31.27,18.76,12.51
Rice,Loamy,7.89,2.06,276.8,23.45,154.12,1.41,105.43,39.62,72.46,4.22,6.64,Medium,Mid,PK,76.01,Broadcast,Controlled_Release,Sprinkler,13,44.27,58.24,22.14,13.28,8.85
Wheat,Clay,6.32,0.81,249.79,67.22,383.77,1.18,78.03,25.69,76.73,4.13,3.3,Low,Mid,NPK,159.56,Broadcast,Controlled_Release,Sprinkler,70.77,54.65,34.25,27.32,16.4,10.93
Rice,Loamy,7.89,1.43,82.97,33.17,119.29,1.21,5.68,35.34,46.84,1.27,6.9,Medium,Late,NPK,67.09,Drip,Biochar,Flood,32.82,25.22,37.59,12.61,7.57,5.04
Corn,Clay,7.12,1.96,52.58,24.02,197.51,1.37,35.44,22.42,89.78,0.56,3.56,High,Late,Urea,148.95,Broadcast,Biochar,Drip,15.6,44.42,29.82,22.21,13.33,8.88
Citrus,Loamy,7.8,1.02,242.29,23.63,360.43,1.57,87.87,21.03,56.83,4.81,3.38,Low,Initial,PK,109.03,Foliar,Controlled_Release,Drip,79.99,46.14,42.32,23.07,13.84,9.23
Rice,Sandy,7.16,0.57,275.72,42.44,159.71,1.34,30.35,15.7,54.93,4.27,6.87,Low,Initial,NPK,155.49,Drip,Biochar,Flood,62.73,43.49,27.97,21.74,13.05,8.7
Rice,Loamy,6.51,1.34,130.53,63.7,173.28,1.33,52.67,28.3,66.28,2.85,6.33,Medium,Mid,NPK,95.88,Foliar,Biochar,Flood,36.61,37.8,39.42,18.9,11.34,7.56
Wheat,Sandy,8.23,1.35,130.2,49.95,398.17,1.17,33.93,21,78.04,5.65,3.44,Low,Late,Urea,159.41,Drip,Biochar,Sprinkler,29.32,44.44,27.88,22.22,13.33,8.89
Wheat,Clay,7.65,0.63,178.65,42.53,207.86,1.38,12.21,29.99,74.25,3.85,4.09,Medium,Mid,NPK,89.37,Foliar,Controlled_Release,Flood,75.26,30.1,33.68,15.05,9.03,6.02
Corn,Clay,6.95,1.14,218.64,11.26,381.61,1.33,54.45,23.15,68.32,5.2,7.12,High,Mid,Organic,119.23,Foliar,Biochar,Drip,30.03,44.98,37.73,22.49,13.49,9
Citrus,Clay,7.41,2.33,211.92,49.45,145.91,1.27,75.29,33.11,45.28,4.31,5.41,High,Initial,PK,178.45,Drip,Controlled_Release,Sprinkler,79.04,56.09,31.43,28.04,16.83,11.22
Wheat,Sandy,7.35,1,238.16,57.23,225.29,1.47,34.72,31.17,92.48,4.24,5.76,Low,Late,PK,119.65,Drip,Controlled_Release,Sprinkler,78.02,43.23,36.13,21.62,12.97,8.65
Rice,Clay,6.57,1.64,78.5,16.86,183.96,1.25,27.19,38.49,40.09,2.12,6.22,Medium,Mid,PK,137.87,Drip,Controlled_Release,Sprinkler,61.74,40.75,29.56,20.38,12.22,8.15
Citrus,Clay,6.77,1.48,179.95,76.93,247.46,1.55,14.96,27.05,63.7,3.59,2.5,High,Initial,NPK,96.45,Foliar,Controlled_Release,Sprinkler,67.2,28.47,29.52,14.24,8.54,5.69
Citrus,Sandy,6.45,2.22,176.58,16.41,364.44,1.54,81.8,21.46,86.45,2.2,5.71,Medium,Initial,Urea,181.19,Drip,Biochar,Sprinkler,13.51,58.11,32.07,29.06,17.43,11.62
Rice,Loamy,8.5,1.81,287.46,58.35,396.81,1.34,27.31,25.9,41.12,1.65,5.15,Low,Late,PK,129.17,Foliar,Controlled_Release,Flood,34.04,33.75,26.13,16.88,10.12,6.75
Wheat,Clay,7.24,0.82,279.56,46.72,225.37,1.55,51.73,38.82,73.22,0.74,4.96,Low,Initial,PK,79.38,Drip,Controlled_Release,Drip,22.1,38.7,48.75,19.35,11.61,7.74
Rice,Loamy,5.78,0.79,237.58,71.89,111.26,1.58,20.2,30.03,90.61,4.5,3.91,Low,Mid,Urea,185.89,Drip,Normal,Sprinkler,22.54,50.36,27.09,25.18,15.11,10.07
Citrus,Loamy,7.06,1.61,269.23,38.99,67.67,1.12,73.91,30.43,47.75,2.21,3.53,Medium,Mid,PK,198.6,Drip,Biochar,Drip,13.75,62.06,31.25,31.03,18.62,12.41
Vegetable,Clay,5.65,0.59,236.41,45.6,105.83,1.53,74.92,38.81,64.82,5.71,6.83,Medium,Late,Urea,179.92,Drip,Normal,Drip,35.52,63.7,35.4,31.85,19.11,12.74
Vegetable,Clay,6.37,1.29,230.12,48.7,311.26,1.3,102.78,39.28,92.13,1.48,4.46,Low,Late,PK,162.86,Broadcast,Biochar,Flood,16.2,67.22,41.27,33.61,20.17,13.44
Corn,Sandy,6.84,1.3,103.93,71.24,258.01,1.6,118.24,38.48,88.62,1.44,5.6,Medium,Late,Urea,123.82,Foliar,Biochar,Flood,49.56,60.06,48.51,30.03,18.02,12.01
Rice,Sandy,7.1,0.89,204.31,65.98,312.08,1.27,108.17,28,43.41,4.44,2.31,Medium,Late,NK,146.09,Drip,Controlled_Release,Sprinkler,37.37,63.03,43.14,31.52,18.91,12.61
Rice,Clay,8.43,1.1,279.02,29.61,383.89,1.52,98.74,32.93,66.68,2.45,3.53,Medium,Late,Organic,67.37,Foliar,Biochar,Sprinkler,41.5,47,69.76,23.5,14.1,9.4
Corn,Loamy,8.45,1.16,237.54,76.87,297.39,1.21,106,24.25,91.47,4.11,7.79,Low,Mid,Organic,161.54,Drip,Controlled_Release,Drip,15.58,61.9,38.32,30.95,18.57,12.38
Corn,Sandy,5.79,0.52,201.18,62.71,322.14,1.57,6.46,38.06,79.55,4.63,6.76,High,Late,Urea,184.58,Drip,Biochar,Flood,55.19,52.57,28.48,26.28,15.77,10.51
Corn,Sandy,7.11,2.11,114.54,10.84,199.5,1.47,91.39,37.08,67.73,3.7,5.29,Medium,Mid,NPK,83.89,Foliar,Biochar,Flood,68.89,43.82,52.24,21.91,13.15,8.76
Citrus,Clay,7.95,2.41,219.66,22.86,228.96,1.24,44.35,32.47,40.28,4.61,5.15,High,Mid,Organic,142.11,Broadcast,Normal,Drip,31.49,44.22,31.12,22.11,13.27,8.84
Rice,Clay,6.21,1.08,136.76,69.91,338.15,1.44,22.6,18.68,68.47,4.11,2.11,High,Late,PK,148.11,Drip,Biochar,Sprinkler,18.44,45.71,30.86,22.86,13.71,9.14
Citrus,Clay,7.75,0.72,66.31,55.21,273.67,1.32,51.88,23.95,90.6,1.06,4.56,Medium,Initial,NPK,184.88,Foliar,Biochar,Drip,15.17,56.69,30.66,28.34,17.01,11.34
Corn,Clay,8.14,2.41,109.84,28.07,237.42,1.53,13.84,38.35,69.99,5.44,7.69,Medium,Late,Organic,147.18,Broadcast,Normal,Flood,29.11,39.25,26.67,19.62,11.78,7.85
Rice,Sandy,7.49,1.98,147.31,22,127.42,1.1,32.18,35.21,48.38,2.45,4.37,High,Late,NK,112.53,Drip,Biochar,Flood,40.79,38.51,34.22,19.26,11.55,7.7
Citrus,Sandy,6.48,2.28,299.17,20.27,260.99,1.36,49.53,18.18,81.03,3.3,4.83,High,Mid,NPK,136.4,Broadcast,Normal,Flood,30.48,43.7,32.04,21.85,13.11,8.74
Citrus,Sandy,8.27,1.22,240.03,32.27,151.89,1.44,70.49,38.94,62.55,1.87,7.43,Low,Mid,Organic,139.8,Broadcast,Biochar,Drip,39.36,49.95,35.73,24.98,14.98,9.99
Corn,Loamy,8.15,1.47,119.89,72.9,256.58,1.3,112.12,17.79,73.76,3.82,2.68,Medium,Initial,NPK,193.89,Foliar,Controlled_Release,Sprinkler,38.26,68.85,35.51,34.42,20.65,13.77
